hebrew,english,unit,challenge_type,solution_key,source
היא התקשרה למשטרה.,She called the police.,58,listenTap,9a3d6353456f5a2b425deb5a55f9e21e,duolingo_hebrew_sentences.tsv
הכלב הגדול לא התעלל בחתול הקטן.,The big dog did not abuse the small cat.,58,translate,7e1f2a77b3379ca6d11d5f89d983fb56,duolingo_hebrew_sentences.tsv
הכלה התעלפה בחתונה שלה.,The bride fainted at her wedding.,58,translate,d701a9a5865bc644b5b2509cb95b6fec,duolingo_hebrew_sentences.tsv
הם התחתנו בשבוע שעבר בארצות הברית.,They got married last week in the United States.,58,translate,5e155dfbdbffd3bb3605823d7d46a5a2,duolingo_hebrew_sentences.tsv
הם התחתנו בשבוע שעבר בארצות הברית.,They got married last week in the United States .,58,listenTap,b2df15d19f776be15c6eac97b9edcb84,duolingo_hebrew_sentences.tsv
המכונית שלי התפוצצה לפני יומיים.,My car exploded two days ago.,58,translate,28ce3ba9a8279f271d8dc0ab919d5351,duolingo_hebrew_sentences_2.tsv
המשכתי לכתוב.,I continued writing.,58,listenTap,683ed261717988c1bc388abc678ed9ac,duolingo_hebrew_sentences.tsv
הן התאוששו אבל הן עדיין עייפות.,They recovered but they are still tired.,58,translate,25b9f6fa4384f8f41a1980caa8eae6c4,duolingo_hebrew_sentences.tsv
הפסקתי ללכת לשם לפני חצי שנה.,I stopped going there half a year ago.,58,translate,25277fd89ca6829e05ecb7a0d05fbb27,duolingo_hebrew_sentences.tsv
הקברניט התלונן שהמטוס לא נקי.,The captain complained that the airplane is not clean.,58,listenTap,6d2c71a8bef4f304ab66c394b802cad8,duolingo_hebrew_sentences.tsv
השופט אמר שהן לא התעללו.,The judge said that they were not abusive.,58,translate,aff8c70555d6bbe009a80a024b3baad1,duolingo_hebrew_sentences_2.tsv
התאוששתי ואני מוכן.,I recovered and I am ready.,58,translate,3a3669ce1e9dcd6cd38783387d27ca88,duolingo_hebrew_sentences.tsv
התגלחתָ היום?,Did you shave today?,58,translate,7fde995503338619e7257e5382888bc4,duolingo_hebrew_sentences.tsv
התחבאתי בשיחים ליד בית הספר.,I hid in the bushes next to the school.,58,translate,e7c4e771c38e81d1c2545410b53fe80e,duolingo_hebrew_sentences.tsv
התחננתי אבל זה לא היה מספיק.,I begged but it wasn't enough.,58,listenTap,caa1d0e8e8ea78649bd7e434be4b1ce0,duolingo_hebrew_sentences.tsv
התחתנתי באביב.,I got married in spring.,58,translate,42af32622f4bd813cccd5aded9e16723,duolingo_hebrew_sentences.tsv
התיירים התלוננו על המצב.,The tourists complained about the situation.,58,translate,cbf5a018d800d6533b4ce784dc44c540,duolingo_hebrew_sentences.tsv
התיעצנו עם עורך הדין והוא אמר לנו לברוח.,We consulted with the lawyer and he told us to run away.,58,translate,280c0472d061b5f585624906b0117d0d,duolingo_hebrew_sentences.tsv
התיעצתי איתו לגבי חיית מחמד חדשה.,I consulted with him in regards to a new pet.,58,listenTap,d26325079cb97e71dcd2786e753c1237,duolingo_hebrew_sentences.tsv
התלמיד התעלם מהמורֶה לגמרי.,The student ignored the teacher completely.,58,listenTap,20dccf3722575261f5eb90f7a0b3e616,duolingo_hebrew_sentences.tsv
התעלמתי מההצעה שלו.,I ignored his offer.,58,translate,ae40a98a76a96373cb04d6d91fa558e8,duolingo_hebrew_sentences.tsv
התעלפתי כשהיא אמרה לי ללכת.,I fainted when she told me to go .,58,listenTap,97e9aa3d9fd62d0b8ff185cea7f1c808,duolingo_hebrew_sentences.tsv
התעלפתי כשהיא אמרה לי ללכת.,I fainted when she told me to go.,58,translate,b1f871b0b6373ac45c2b6c57bf484613,duolingo_hebrew_sentences_2.tsv
התקשרנו לומר שאנחנו אוהבים אתכם.,We called to say that we love you.,58,listenTap,4406f8f18f996948cd460c66dd09f6f7,duolingo_hebrew_sentences.tsv
ירד גשם אתמול בלילה.,It rained last night.,58,translate,f527dcfa65c9126b3e1f7789c4a45d6e,duolingo_hebrew_sentences.tsv
ירדתי במדרגות אבל היא לא הייתה שם.,I went down the stairs but she wasn't there.,58,listenTap,8dfa2f9c815f10c1c5a49a21ab10f699,duolingo_hebrew_sentences.tsv
כל האבטיחים התפוצצו.,All the watermelons exploded.,58,listenTap,fa11501650ed14b982a1ca5a7d96eac3,duolingo_hebrew_sentences.tsv
"כמו תמיד, הקוף התלונן שהבננה ירוקה מדי.","As always, the monkey complained that the banana is too green.",58,listenTap,173899a3083c0f1c764e21cc47e2e4ab,duolingo_hebrew_sentences.tsv
"כשהייתי מדריך, הם התיעצו איתי כמה פעמים.","When I was a guide, they consulted with me a few times.",58,listenTap,2c966a2c83ebae6cb1fe6a0341a68c8b,duolingo_hebrew_sentences.tsv
"לא היה לו מים, אז הוא התעלף.","He did not have water, so he fainted.",58,translate,b098d7939a9e235115a3ff830bf2ec65,duolingo_hebrew_sentences.tsv
"לא השתכרתי, רק הייתי שמח.","I did not get drunk, I was only happy.",58,translate,3093bc90d41255f6dc2c60894c29ce8a,duolingo_hebrew_sentences.tsv
לא קיבלנו כלום ממךָ.,We haven't received anything from you.,58,translate,67edca267bcba3f06d7e1c3d01fb9699,duolingo_hebrew_sentences.tsv
למה הפסקתם לדבר איתו?,Why did you stop speaking with him?,58,listenTap,3017909b22014ec4b6dfb989959eeeb8,duolingo_hebrew_sentences.tsv
"למרות השלג, התפללתי בבית הכנסת.","Despite the snow, I prayed at the synagogue.",58,listenTap,5c4c1032c9ef1e0f45b540e433291da9,duolingo_hebrew_sentences.tsv
"למרות שהתקשרתי לפני שהגעתי, הם כבר הלכו הביתה.","Even though I called before I arrived, they had already gone home.",58,translate,c642d4e16c3311bec49fc8d93a4de40b,duolingo_hebrew_sentences.tsv
לפי דעתי הם התנדבו בגלל שהבוס שלהם ביקש מהם.,In my opinion they volunteered because their boss asked them to.,58,listenTap,1ccf5d82c0bc398ddfd37c53775befe8,duolingo_hebrew_sentences.tsv
עכשיו אתה מתפלל? למה לא התפללתָ אתמול?,Now you are praying? Why didn't you pray yesterday?,58,listenTap,f3ff6a1cd109f8b03b04659c99b15e54,duolingo_hebrew_sentences_2.tsv
קיבלתָ מתנה!,You've received a gift!,58,translate,14313e40f2782f09c3311db62b7e354a,duolingo_hebrew_sentences.tsv
שמעתי רעש מוזר אבל התעלמתי מהריח.,I heard a strange noise but I ignored the smell.,58,translate,471385d5d7db2b68cd928d79304f2ce9,duolingo_hebrew_sentences.tsv
אזעקה נשמעה בתל אביב.,A siren was heard in Tel Aviv.,59,translate,ca4337e6bf10ae4e885816f2d193edcc,duolingo_hebrew_sentences.tsv
אני מתנצל אם אנשים נפגעו.,I apologize if people got hurt.,59,translate,7720050e7481d5ab2ede2439c98c28c4,duolingo_hebrew_sentences_2.tsv
אף פעם לא ניתנו לנו תשובות.,We were never given answers.,59,listenTap,59e452676ff5ba037c1513838dd338de,duolingo_hebrew_sentences_2.tsv
אתמול בלילה הירח נראָה כתום.,Last night the moon looked orange.,59,listenTap,a98c7e53fb2c0dee2767ffc4b2f38ffa,duolingo_hebrew_sentences.tsv
אתמול נפגשתי עם חבר ורצנו למגדל.,Yesterday I met up with a friend and we ran to the tower.,59,translate,0a2a9f1a2125617e10ba167af02beef2,duolingo_hebrew_sentences.tsv
בתקופה הזאת פילים נאכלו.,In that period elephants were eaten.,59,translate,3f49f5b09c0f0fb242ba86b201312a3f,duolingo_hebrew_sentences.tsv
האם העבודה נעשתה?,Has the work been done?,59,listenTap,7486cb1e54434f614e9d0b9dc6662c14,duolingo_hebrew_sentences.tsv
הבעיות שלי נגמרו.,My problems have ended.,59,translate,a6bea36fb3e7a6024515bf5f59a10eff,duolingo_hebrew_sentences.tsv
הדלת נסגרה בעצמה.,The door closed by itself.,59,listenTap,d2ed7c1b3e8f1dad7e17d35eb924271a,duolingo_hebrew_sentences.tsv
הדלת נפתחה על ידי הכבאים.,The door was opened by the firefighters.,59,listenTap,b3754b485e1750d153cf09727bf71329,duolingo_hebrew_sentences.tsv
ההצפה נגרמה על ידי כיור שבור.,The flood was caused by a broken sink.,59,translate,e5386fe421e674c71deb67c76a05bb4a,duolingo_hebrew_sentences.tsv
החורף נגמר.,Winter is over.,59,listenTap,64550da5134cd0c20cd34a97cd920f9c,duolingo_hebrew_sentences.tsv
החלב נגמר!,The milk has finished.,59,listenTap,a2b66786a12b57bf65e5e76959b3468a,duolingo_hebrew_sentences.tsv
היא לא נהנתה מהטיול לאפריקה.,She did not enjoy the trip to Africa.,59,listenTap,e0019e7add82a6f96871dec12551af9c,duolingo_hebrew_sentences.tsv
היא נראתה עצובה.,She looked sad.,59,translate,6b819d6b58d28e4975b981e9b126ba88,duolingo_hebrew_sentences.tsv
הילד נפגע כשהוא נפל מהעץ.,The boy got hurt when he fell from the tree.,59,listenTap,858f1452f9bc90b1c057d74be3be4770,duolingo_hebrew_sentences_2.tsv
הם הלכו למסיבה אבל אני נשארתי בבית עם שבעת החתולים שלי.,They went to a party but I stayed at home with my seven cats.,59,listenTap,b07d3aa2a749f23ac7f44d674654509c,duolingo_hebrew_sentences_2.tsv
הם נכשלו.,They failed.,59,translate,b91b939518f465c64a69e53b5bbcc941,duolingo_hebrew_sentences.tsv
הם נפרדו מאיתנו אתמול.,They parted from us yesterday.,59,listenTap,9c32b05a4efed98117fbeff7a3834a00,duolingo_hebrew_sentences_2.tsv
המזוודה שלי נאבדה בשדה התעופה.,My suitcase was lost at the airport.,59,listenTap,543d6c45a11f0fcf966fdecc99fa3c84,duolingo_hebrew_sentences.tsv
המטרה הייתה ללמוד עברית ולא נכשלתָ.,The objective was to study Hebrew and you did not fail.,59,listenTap,7a620e298039cfdb84f4d38251b7fefe,duolingo_hebrew_sentences.tsv
המכתב לא נשלח.,The letter wasn't sent.,59,translate,94013f5f428f9d58b31a3159c39f3ff2,duolingo_hebrew_sentences_2.tsv
המכתבים האלה נכתבו על ידי סבתא שלי.,These letters were written by my grandmother.,59,translate,4e6590cf8744968e6b6617bc4d6b76bd,duolingo_hebrew_sentences.tsv
המלצרים נכנסו למטבח ביחד.,The waiters entered the kitchen together.,59,translate,b315fca2ccada1e0e54a062ecf57c97f,duolingo_hebrew_sentences.tsv
המפתחות שלי נאבדו.,My keys were lost.,59,translate,c01fb9ae97c86d600c1c1a9ed0e52bbf,duolingo_hebrew_sentences.tsv
המצב הזה נגרם על ידךָ.,This situation was caused by you.,59,listenTap,9c00a5a7ad5d42742cb4775a370b3384,duolingo_hebrew_sentences.tsv
הסוס ניתן כמתנה.,The horse was given as a gift.,59,listenTap,d2cdc842fecd44072b1a85c7e923c5ad,duolingo_hebrew_sentences.tsv
הספר נכתב במאה השמונה עשרה.,The book was written in the eighteenth century.,59,translate,193365e2c3c10c4ce0284c8007485bdb,duolingo_hebrew_sentences.tsv
הספרים חדשים לגמרי ועדיין לא נקראו.,The books are completely new and have not been read yet.,59,translate,b0df62e82e4bbdff74233d29a939942d,duolingo_hebrew_sentences.tsv
הספרים נכתבו בשביל המלך.,The books were written for the king.,59,translate,f272faa6af958f86090b64385f4d0898,duolingo_hebrew_sentences.tsv
הספרים נקראו על ידי התלמידים.,The books were read by the students.,59,translate,ee404cb22205a11a924e922fa60187b8,duolingo_hebrew_sentences.tsv
הפיצה נאכלה על ידי הכלב.,The pizza was eaten by the dog.,59,translate,29ef28c3bd50015cb8914223013145ef,duolingo_hebrew_sentences_2.tsv
הפרופסורים נראו עייפים.,The professors looked tired.,59,translate,27a9da46251db01ef9b98e3d41a5ff55,duolingo_hebrew_sentences_2.tsv
הפתקים האלה נקראו כבר?,Have these notes been read yet?,59,translate,00dd5762feb9e43e9781de7139e0f7e5,duolingo_hebrew_sentences.tsv
הקבוצה נפרדה לפני שנה.,The group split up a year ago.,59,translate,a0a4009da7b3e0fab81837446d690621,duolingo_hebrew_sentences_2.tsv
הרבה שאלות נשאלו.,Many questions were asked.,59,listenTap,c625d6f5f83a22170c65fd2593fa79ea,duolingo_hebrew_sentences.tsv
הרחוב נסגר בגלל עבודות.,The street was closed due to works.,59,listenTap,4206fddebd842c3a499ea8ad818c96ca,duolingo_hebrew_sentences.tsv
השאלה הזאת כבר נשאלה והתשובה הייתה ארבעים ושתיים.,This question has already been asked and the answer was forty-two.,59,translate,5ff6040fa9dde1b3a0663fb688ee755a,duolingo_hebrew_sentences.tsv
השאלה עוד לא נשאלה.,The question was not asked yet.,59,translate,fc8a584235c65b92b336f4560865d644,duolingo_hebrew_sentences.tsv
זה היה ככה כשנכנסנו.,It was like that when we came in.,59,translate,9069b6429dc41dfd8ca8f2dc5a1343da,duolingo_hebrew_sentences.tsv
זה נגרם בטעות.,This was caused by mistake.,59,listenTap,51cd337fbd05d46a306429c81670d619,duolingo_hebrew_sentences.tsv
זה נעשה על ידה.,This was done by her.,59,listenTap,4f10c8ddbf007beaad1efd7f184d7b35,duolingo_hebrew_sentences.tsv
כבר נפגשתְ איתו השבוע?,Have you already met up with him this week?,59,translate,dfeadfce1496ba031cb8f95dfee4f268,duolingo_hebrew_sentences.tsv
כל האוכל נאכל לפני שהגעתי.,All the food was eaten before I arrived.,59,translate,e8f2531c3592e36a0d7af228169e152e,duolingo_hebrew_sentences.tsv
כל ההצעות נשלחו לוועדה.,All the suggestions were sent to the committee.,59,translate,2c93122cfa10629ae4e67011d034f5a4,duolingo_hebrew_sentences_2.tsv
כל החנויות נסגרו לפני חצי שעה.,All the stores closed half an hour ago.,59,translate,7e99920703fc1e8ab524fd99f53f03cd,duolingo_hebrew_sentences.tsv
כל הספרים בספרייה נשרפו.,All the books in the library were burnt.,59,translate,cae9a691e6e45740c48f37ca7cbb6f46,duolingo_hebrew_sentences_2.tsv
כל הרהיטים נעלמו!,All the furniture disappeared!,59,translate,a1c300234dfdc07e4c5ebe1d26c2ebce,duolingo_hebrew_sentences.tsv
"כשאמרתי שהמורֶה לא יודע על מה הוא מדבר, נשלחתי הביתה.","When I said that the teacher doesn't know what he's talking about, I was sent home.",59,translate,1c1444bd782c2a0c505a9b736f7ee435,duolingo_hebrew_sentences_2.tsv
כשדיברתי איתו הוא נשמע שמח.,When I spoke with him he sounded happy.,59,listenTap,f0c8ed28c8197d86bfad540eecec9874,duolingo_hebrew_sentences.tsv
לאן נעלמתם?,Where did you disappear to?,59,translate,9841403d00a73b70a36c54c9ba26409b,duolingo_hebrew_sentences.tsv
מה חשבתְ על המתנה שניתנה לךְ?,What did you think about the gift that was given to you?,59,listenTap,f613275c8b69355dc8da0bf55457c2fd,duolingo_hebrew_sentences.tsv
נאבדו לי התכשיטים.,My jewelry has been lost.,59,translate,644fa75bbea7efccf9458a160bb6b620,duolingo_hebrew_sentences.tsv
נהננו לראות אתכם.,We enjoyed seeing you.,59,listenTap,9f40079789af4d1ed5d0288969884926,duolingo_hebrew_sentences.tsv
נהנתי מהמסיבה.,I enjoyed the party.,59,translate,b3a677ce952f2cb05f0eafb233548fca,duolingo_hebrew_sentences.tsv
נכנסתי לבריכה עם החתול שלי.,I got into the pool with my cat.,59,translate,42e76c6aa3cc20e90e2d58065378cec2,duolingo_hebrew_sentences.tsv
נכשלתי במבחן.,I failed the test.,59,listenTap,8f628b583c26188a8aa938320cc7a96c,duolingo_hebrew_sentences.tsv
נעלמתְ בלי להגיד מילה!,You disappeared without saying a word!,59,translate,1743c43dc497a4874235455e5452cb32,duolingo_hebrew_sentences.tsv
נפגשנו כל יום כשהוא היה במדינה.,We met every day when he was in the country.,59,translate,4758e1c064d96ef319d2e6596b76b102,duolingo_hebrew_sentences.tsv
נפרדנו.,We split up.,59,listenTap,c164aef7ec0b6f633c19d0ceca28a609,duolingo_hebrew_sentences_2.tsv
נפתחה מסעדה חדשה ברחוב שלי.,A new restaurant has been opened on my street.,59,translate,01b8a67e93f258c0d3fe2da27055248e,duolingo_hebrew_sentences.tsv
נשארתם בסוף התור.,You stayed at the end of the line.,59,translate,f2643e4c1de6b9cf769275d0283a78ea,duolingo_hebrew_sentences_2.tsv
נשמעו קולות ביער.,Voices were heard in the forest.,59,translate,763e34a50eaada61342add318103e1cb,duolingo_hebrew_sentences.tsv
נשרפתי מאהבה בעבר.,I've been burnt by love in the past.,59,translate,6a188e370c9c748aa045f372209e1e9d,duolingo_hebrew_sentences_2.tsv
נשרפתי!,I've been burnt!,59,translate,300a1241ca641542374721be10de53fd,duolingo_hebrew_sentences_2.tsv
סוף סוף הוא נזכר שהיום יום ההולדת של אישתו.,Finally he remembered that today is his wife's birthday.,59,translate,eac84b7b2c23488c2354527512042434,duolingo_hebrew_sentences_2.tsv
שיעורי הבית נעשו שלשום.,The homework was done two days ago.,59,listenTap,f23d26a6a95c857c77dc2d47ba13350a,duolingo_hebrew_sentences.tsv
אבא שלי תמיד היה אדם רגיש.,My father was always a sensitive person.,60,translate,5c5cbf0b12abe08b283c0f73c6823e59,duolingo_hebrew_sentences_2.tsv
אושר גדול.,Great happiness.,60,translate,bc2055e6ed89adeaec3028dccd748ce6,duolingo_hebrew_sentences_2.tsv
אחותי אוהבת לדבר על רגשות.,My sister likes to talk about feelings.,60,listenTap,66fb14b2a3eae28493ce348fa31cea1a,duolingo_hebrew_sentences.tsv
איך הם כל כך רגועים אחרי מה שאמרתי להם?,How are they so calm after what I said to them?,60,translate,8c0a382051f9101ba23ff6c3df65c005,duolingo_hebrew_sentences.tsv
"אין לו רגשות, הוא כמו מכונה.","He has no feelings, he is like a machine.",60,translate,00b3815059c0da286a32ddf29878eaff,duolingo_hebrew_sentences.tsv
אלה דמעות של אושר.,These are tears of joy.,60,translate,2e7d66ae1686bae6e528be17cf364cbc,duolingo_hebrew_sentences_2.tsv
"אם תהיה פסימי, היא לא תבוא.","If you will be pessimistic, she will not come.",60,listenTap,13148f7eb421713562547a5ec346cc2a,duolingo_hebrew_sentences.tsv
אנחנו פשוט מופתעים ופגועים.,We are simply surprised and hurt.,60,translate,2b312d4828ce3619af3bec8721bdbaa1,duolingo_hebrew_sentences_2.tsv
אנחנו צריכים להיות אופטימיים.,We need to be optimistic.,60,listenTap,2670e472b2ae8b10572747c8532555f9,duolingo_hebrew_sentences.tsv
אני אוהב את הנשיקות של סבתא.,I love grandma's kisses.,60,translate,f5d22dbf90693e86117426b6b625ae3a,duolingo_hebrew_sentences.tsv
אני בוכָה מאושֶר.,I am crying of happiness.,60,listenTap,23a1cf460608a53ed6057b1e44b646ac,duolingo_hebrew_sentences_2.tsv
אני לא מתלהב מזה.,I do not get excited about it.,60,translate,bc6bbbb3c72b412409d1c1bb798ca912,duolingo_hebrew_sentences_2.tsv
אני מאושר היום.,I am delighted today.,60,translate,297e7803eebcef7e2b62489e9a6f7a69,duolingo_hebrew_sentences.tsv
"אני מופתע שהם מתחבקים, חשבתי שהם אויבים.","I am surprised that they are hugging, I thought that they are enemies.",60,translate,d5e7ca0ff4d9000c95b6226a667a3652,duolingo_hebrew_sentences.tsv
אני מחפש דוחֶה חרקים.,I'm looking for insect repellent.,60,listenTap,899422ee3d2468dc09f9bae3f4d69032,duolingo_hebrew_sentences.tsv
"אני מנסֶה להיות רגוע, אבל אני מפחד!","I am trying to be calm, but I am afraid!",60,listenTap,c630537b2bec04c78c1fef7d2a24cd23,duolingo_hebrew_sentences.tsv
אני מעריצה את ההורים שלי!,I admire my parents!,60,listenTap,9151351a560cb2aeed1109a209a354fc,duolingo_hebrew_sentences_2.tsv
"אני מצטער, זה מביך.","I am sorry, this is embarrassing.",60,listenTap,5917cd7824a7ef1a5ae87fc96197d64d,duolingo_hebrew_sentences.tsv
"אני מצטערת, אבל זאת לא הכתובת הנכונה.","I am sorry, but this is not the right address.",60,translate,246834eb9c28a1bdc848a407ac7db8a2,duolingo_hebrew_sentences.tsv
אני מצפֶה לראות אתכם.,I'm looking forward to seeing you.,60,translate,9dac882103248de14cd216a7a35e1550,duolingo_hebrew_sentences.tsv
אני מצפָה למכתב הבא.,I'm looking forward to the next letter.,60,listenTap,8058e1d1f55ef1765b4c414440322ce1,duolingo_hebrew_sentences.tsv
אני מקווה שאת מאושרת.,I hope that you are happy.,60,listenTap,e9220f02903c77e8c97b392a0a34996b,duolingo_hebrew_sentences.tsv
אני מקווה שאתם לא מתנשקים!,I hope that you are not kissing!,60,translate,6a2a088eed7815b567a9c57805235193,duolingo_hebrew_sentences.tsv
אני מקווה שאתם לא מתנשקים!,I hope that you are not kissing !,60,listenTap,cbed33246b8024af7a052b5d2708da2e,duolingo_hebrew_sentences.tsv
אני מרגיש מאוד פגוע בגלל המילים שלו.,I feel very hurt because of his words.,60,listenTap,4c5746ed2df68f7277e215d8857be640,duolingo_hebrew_sentences_2.tsv
אני משועממת כי אין לי ספר לקרוא.,I am bored because I do not have a book to read.,60,translate,0385345149275b30ba4f2e7097436d1a,duolingo_hebrew_sentences.tsv
אני פגוע ומבולבל.,I'm hurt and confused.,60,listenTap,3306ac12442fded37c9225a3d57a82a3,duolingo_hebrew_sentences_2.tsv
אני רוצָה לחבק אותךָ.,I want to hug you.,60,translate,cf38e65a9b5013e7b5e3c2bf38ff1ce3,duolingo_hebrew_sentences_2.tsv
אני שמחה שאת לא שובבה.,I am happy that you are not mischievous.,60,translate,2fa2dfba415386923ff9fe18c81b1458,duolingo_hebrew_sentences_2.tsv
אף אחד לא רוצֶה להיות פסימי.,No one wants to be pessimistic.,60,translate,c1cfb28f91c75882779b968db20dcf7c,duolingo_hebrew_sentences.tsv
אפשר לנשק אותךְ?,Can I kiss you?,60,listenTap,69280cd3657bbecb5be9f86b0606eb8f,duolingo_hebrew_sentences.tsv
את בוכָה? אני רואֶה דמעות!,Are you crying? I see tears!,60,translate,3baa45d3346ed4553a017d77d42a7caf,duolingo_hebrew_sentences_2.tsv
את חושבת שהוא רגיש רק בגלל שהוא מגדל פרחים?,Do you think he is sensitive only because he grows flowers?,60,translate,816408ff004607759fda185f84885b58,duolingo_hebrew_sentences_2.tsv
את מרגישה דחויה?,Do you feel rejected?,60,listenTap,e1e87abe9bd80cd175775d771978df8a,duolingo_hebrew_sentences_2.tsv
אתה לא צריך להיות עוין.,You do not need to be hostile.,60,translate,9a30dad84206792596f2f3a1221a64ac,duolingo_hebrew_sentences_2.tsv
אתה מצפֶה ממנו יותר מדי.,You expect too much from him.,60,listenTap,0591eab0a8b83e7b944c868bec731ebb,duolingo_hebrew_sentences.tsv
אתה נעלב?,Are you getting offended?,60,translate,3e36a308cd819854e86d7fb346c28e06,duolingo_hebrew_sentences_2.tsv
"בגלל שהילד לא משחק איתו, הכלב מרגיש דחוי.","Because the boy does not play with him, the dog feels rejected.",60,translate,2574fb4ecbaf7fc1f3dd384818b05158,duolingo_hebrew_sentences_2.tsv
"בחורף, הפיל בודד.","In the winter, the elephant is lonely.",60,translate,a39436abf9616f32d3e567f4af002e34,duolingo_hebrew_sentences_2.tsv
דוחֶה החרקים הזה לא עובד.,This insect repellent doesn't work.,60,translate,0c8b6fb50a5a9cb71cb548ba90ff49fe,duolingo_hebrew_sentences.tsv
הוא בהלם מהמסיבה!,He is in shock from the party!,60,translate,546d8f881142df59a5110cbedb28f29d,duolingo_hebrew_sentences.tsv
הוא בוכֶה כי הוא עצוב.,He is crying because he is sad.,60,translate,af1d97df4b3b8a33c305929912ff1e21,duolingo_hebrew_sentences_2.tsv
הוא מאוהב בעצמו.,He is in love with himself.,60,listenTap,c187fb57bb0643ff51a3da8d79838983,duolingo_hebrew_sentences.tsv
הוא מנשק אותה.,He kisses her.,60,translate,183ef64331b11f40cb33269ec54c0c61,duolingo_hebrew_sentences_2.tsv
הוא מעריץ את השחקנית הצעירה.,He admires the young actress.,60,listenTap,4ff4b69b4d71896a1b7e45e637cb45e9,duolingo_hebrew_sentences_2.tsv
החייל נמצא במצב של הלם.,The soldier is in a state of shock.,60,listenTap,9f27009c8e9e6602dac2db320a30eb0f,duolingo_hebrew_sentences.tsv
החתולה שלי מביכה אותי.,My cat embarrasses me.,60,translate,0794eecee9e219de1f1fd79bcd599b01,duolingo_hebrew_sentences.tsv
היא בהלם!,She is in shock!,60,listenTap,8db0bcd79242c9d7858c0dfc5ace1ad1,duolingo_hebrew_sentences.tsv
היא בוכָה כי היא ילדה רגישה.,She is crying because she is a sensitive girl.,60,translate,fc2901f85fd8623f05efb820da9db413,duolingo_hebrew_sentences_2.tsv
היא לא צריכה להצטער.,She does not need to be sorry.,60,translate,b979fb451295a1c6c5e6d8f1d4c7460e,duolingo_hebrew_sentences.tsv
"היא לא שמחה, כל השבוע היא הייתה מדוכאת.","She is not happy, all week she has been depressed.",60,listenTap,44282782f25c5916220a18d44da45986,duolingo_hebrew_sentences.tsv
היא מצפָה לבת.,She's expecting a girl.,60,translate,ebdd01d7e713280c5190589278251695,duolingo_hebrew_sentences.tsv
הילד חיבק את הכלב.,The boy hugged the dog.,60,listenTap,da9de6bbc9d933d0f7cf26bca1552521,duolingo_hebrew_sentences.tsv
הילד מתלהב מהסוס הלבן.,The boy gets excited about the white horse.,60,translate,38d4443a82adf6e0bc2f9309fe4cb89b,duolingo_hebrew_sentences_2.tsv
הילדות הביישניות נכנסות למסעדה.,The shy girls are entering the restaurant.,60,translate,c14f05141c13169aef5e8562d16fd3a6,duolingo_hebrew_sentences_2.tsv
הכלב שלךָ לא רגוע!,Your dog is not calm!,60,listenTap,18e214b99f29c036cc70a449448f71d7,duolingo_hebrew_sentences.tsv
הם זוג צעיר והם מאוהבים.,They are a young couple and they are in love.,60,listenTap,efaa47e98c8ff80967d92d593330f95f,duolingo_hebrew_sentences.tsv
הם מאושרים לראות אותנו.,They are delighted to see us.,60,translate,c2bc8486c1937fd8f4162f63f1eb4634,duolingo_hebrew_sentences.tsv
המורָה שלי תמיד אופטימית.,My teacher is always optimistic.,60,listenTap,dbd07e4e2472d8eaa3467ee298cdb8e2,duolingo_hebrew_sentences.tsv
המלך היה מדוכא.,The king was depressed.,60,translate,b1b9bd68f9b04ee13a39f902e726dfac,duolingo_hebrew_sentences_2.tsv
הסופר מאוהב בשוטרת.,The author is in love with the cop.,60,listenTap,e187594cdc8d5fca9c061770845ddc0d,duolingo_hebrew_sentences.tsv
העוגה כל כך דוחָה.,The cake is so repulsive.,60,translate,2b06360ad4f36ba7eba9cd0afa10610c,duolingo_hebrew_sentences_2.tsv
הקוף נותן נשיקות לחתול.,The monkey gives the cat kisses.,60,translate,a64193a8b2a3f84d9987c675f784ee25,duolingo_hebrew_sentences.tsv
השאלה הזאת מביכה אותי.,This question embarrasses me.,60,listenTap,964987040d630b040be7d7c73da0f996,duolingo_hebrew_sentences.tsv
השוטר היה מופתע לראות אותי.,The police officer was surprised to see me.,60,translate,ce53104afc379dcb5ee306c28981982f,duolingo_hebrew_sentences.tsv
השוטר מרגיש שהן חסרות אונים.,The policeman feels that they are helpless.,60,translate,338083a8aaac765abc3495c7760bba99,duolingo_hebrew_sentences_2.tsv
התלמידה לא מקשיבה למורֶה כי היא משועממת.,The student does not listen to the teacher because she is bored.,60,listenTap,ac24068c9c456e290f4e57f82ea03ffc,duolingo_hebrew_sentences.tsv
זאת דמעה?,Is this a tear?,60,listenTap,ee9c380c382acf96054c7305866604a4,duolingo_hebrew_sentences_2.tsv
זאת לא תהיה שיחה קלה אבל אני אופטימי.,This won't be an easy conversation but I'm optimistic.,60,translate,f034acc114d0b0a2586dbb0c5ae915cc,duolingo_hebrew_sentences.tsv
זה בסדר להיות חסר אונים.,It is fine to be helpless.,60,listenTap,eb038e455dfdbea71c23fda16c7e8ca7,duolingo_hebrew_sentences_2.tsv
זה דוחֶה לגמרי.,This is absolutely repulsive.,60,translate,6b80c93c6d7c910509e66f680c7556e6,duolingo_hebrew_sentences_2.tsv
זה מנחם אותנו.,It comforts us.,60,translate,34ae03c51bef8d54c48bf11c833e9c73,duolingo_hebrew_sentences.tsv
