unit,section,cefr,skill_name,teaching_objective,guidebook_heading,hebrew,english,audio_url
62,3,A1,Abs. Ob. 2,discuss abstract concepts,Discuss abstract concepts,כל מה שנשאר הוא רק זיכרון.,All that is left is just a memory.,https://d1vq87e9lcf771.cloudfront.net/he_v1/b9c2d266dfebf46f765b1178939f2a22
62,3,A1,Abs. Ob. 2,discuss abstract concepts,Discuss abstract concepts,זאת האמת!,That is the truth!,https://d1vq87e9lcf771.cloudfront.net/he_v1/f10806357208557a018b60080a922e37
63,3,A1,Infinitv.2,use the infinitive,Use the infinitive,אנחנו רוצים להמשיך להרפתקה הבאה.,We want to continue to the next adventure.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fab06800e5187a808d3d36619927756d
63,3,A1,Infinitv.2,use the infinitive,Use the infinitive,אתם רוצים לענות?,Do you want to answer?,https://d1vq87e9lcf771.cloudfront.net/he_v1/f2976f102680eb67a184f0dc83f2ac82
63,3,A1,Infinitv.2,use the infinitive,Use the infinitive,אני צריך לחכות לדרכון האירופאי.,I need to wait for the European passport.,https://d1vq87e9lcf771.cloudfront.net/he_v1/92ffa21b40ceb5c7c1363e5d33dabccd
63,3,A1,Infinitv.2,use the infinitive,Use the infinitive,התיירים צריכים להתאושש מהטיול.,The tourists need to recover from the trip.,https://d1vq87e9lcf771.cloudfront.net/he_v1/67817fb5683cc0abdd577ad3599c3c75
64,3,A1,Const. 2,refer to the news,Refer to the news,ראש הממשלה החליט שלא להגיב.,The Prime Minister has decided not to react.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fc0d67bd29992bd5d5fcad5f5621699d
64,3,A1,Const. 2,refer to the news,Refer to the news,מצאנו כלֵי נשק על המטוס.,We found weapons on the airplane.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7eb798db557a4b6458ca7c62c2953b2d
64,3,A1,Const. 2,refer to the news,Refer to the news,על הגבול יש הרבה מגדלי שמירה.,On the border there are many watchtowers.,https://d1vq87e9lcf771.cloudfront.net/he_v1/c7d18f89b51b623068ae3fd4cee1e9b3
64,3,A1,Const. 2,refer to the news,Refer to the news,אלה שומרי הראש של ראש הממשלה.,These are the bodyguards of the Prime Minister.,https://d1vq87e9lcf771.cloudfront.net/he_v1/f2aab4759a0b296734e1700823bf32a3
65,3,A1,Condit.,say what could have been,Say what could have been,אם היא לא הייתה שחקנית מפורסמת היא הייתה רופאה.,If she weren't a famous actress she would have been a doctor.,https://d1vq87e9lcf771.cloudfront.net/he_v1/00d49dc7e6e46e788b5279138ace1257
65,3,A1,Condit.,say what could have been,Say what could have been,לוּ ידעתָ כמה אתה חשוב לי.,If only you knew how important you are to me.,https://d1vq87e9lcf771.cloudfront.net/he_v1/aaa14e0031845668fa6eb7ce2d454d45
65,3,A1,Condit.,say what could have been,Say what could have been,כבר היינו צריכים לחזור!,We should have already come back!,https://d1vq87e9lcf771.cloudfront.net/he_v1/c287f2b92012b12b2dfbcef8a992922f
65,3,A1,Condit.,say what could have been,Say what could have been,לולא התחננתי הוא לא היה נותן לי את המפתח.,If I hadn't begged he wouldn't have given me the key.,https://d1vq87e9lcf771.cloudfront.net/he_v1/be88e4e4f8a9b5c875d62ef2f0c623bc
66,3,A1,Medical,describe body parts,Describe body parts,כמה אצבעות יש לקוף?,How many fingers does a monkey have?,https://d1vq87e9lcf771.cloudfront.net/he_v1/4e0c696a830ec3335ecfb435da2933a6
66,3,A1,Medical,describe body parts,Describe body parts,כואב לי המרפק.,My elbow hurts.,https://d1vq87e9lcf771.cloudfront.net/he_v1/326796cdbb7858fa83c8b63e4437d681
66,3,A1,Medical,describe body parts,Describe body parts,יש לי שתי ברכיים ושתי כתפיים.,I have two knees and two shoulders.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e1b56968b05996c3f70a545b65291de3
66,3,A1,Medical,describe body parts,Describe body parts,המוח נמצא  בתוך הגולגולת.,The brain is situated inside the skull.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7fb28b6a07a634d13c91eb267d216e02
67,3,A1,Future 2,use the future tense,Use the future tense,איך נדע אם הם ניצחו?,How will we know if they won?,https://d1vq87e9lcf771.cloudfront.net/he_v1/9d81354409703658298362c65e8d50ab
67,3,A1,Future 2,use the future tense,Use the future tense,אני חושב שאני אחליף את המחשב הזה.,I think I will replace this computer.,https://d1vq87e9lcf771.cloudfront.net/he_v1/0778012c3555d8134491c5e884bbedf2
67,3,A1,Future 2,use the future tense,Use the future tense,היא אמרה לי שהיא תחכה ליד הבנק.,She told me that she would be waiting by the bank.,https://d1vq87e9lcf771.cloudfront.net/he_v1/b7063ec3ef97dc5dc69abf2cbab2654b
67,3,A1,Future 2,use the future tense,Use the future tense,יכול להיות שהם יבקשו את מספר חשבון הבנק שלךָ.,They might ask for your bank account number.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d8fc3aa51c3aec24e15b4bf76e79e569
68,3,A1,Religion,talk about religion,Talk about religion,בכל שבת יהודים רבים הולכים לבית הכנסת.,Every Saturday many Jews go to the synagogue.,https://d1vq87e9lcf771.cloudfront.net/he_v1/4af1c449d8dd124ea3636d00add87bd5
68,3,A1,Religion,talk about religion,Talk about religion,בעלי הוא יהודי דתי.,My husband is a religious Jew.,https://d1vq87e9lcf771.cloudfront.net/he_v1/f7765328859b6dcd3c851de3e424f183
68,3,A1,Religion,talk about religion,Talk about religion,ביוון העתיקה היו הרבה אלים.,In Ancient Greece there were many gods.,https://d1vq87e9lcf771.cloudfront.net/he_v1/3aa5f8c49485553a1a2b9b00445adce9
68,3,A1,Religion,talk about religion,Talk about religion,מה האסלאם אומר על זה?,What does Islam say about that?,https://d1vq87e9lcf771.cloudfront.net/he_v1/9c2a8bfd6400648135acdf57bdb6f099
69,3,A1,Arts,comment on art,Comment on art,הסוף של הסרט היה הפתעה גדולה!,The ending of the movie was a big surprise!,https://d1vq87e9lcf771.cloudfront.net/he_v1/76319c0725a3cb24ad03149ed0fcdce1
69,3,A1,Arts,comment on art,Comment on art,"בלי ספרות, אין תרבות.","Without literature, there is no culture.",https://d1vq87e9lcf771.cloudfront.net/he_v1/f526f3f3a20ab277c5746befec83f100
69,3,A1,Arts,comment on art,Comment on art,אתה מעדיף שירה מודרנית או שירה עתיקה?,Do you prefer modern poetry or ancient poetry?,https://d1vq87e9lcf771.cloudfront.net/he_v1/48c2cc38eeffe4b7e9e89676ae130033
69,3,A1,Arts,comment on art,Comment on art,המפיק ידבר עם השחקן אחרי ההצגה.,The producer will speak to the actor after the show.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d48fe858f89d5c81ac07efeb6652122c
70,3,A1,Neg. Imp.,use negative commands,Use negative commands,אַל תלך!,Do not go!,https://d1vq87e9lcf771.cloudfront.net/he_v1/94d5595b6e5910d17791b5e76b50a28d
70,3,A1,Neg. Imp.,use negative commands,Use negative commands,"אַל תשנו כלום, זה מושלם!","Do not change anything, this is perfect!",https://d1vq87e9lcf771.cloudfront.net/he_v1/0b08e8276660665584e1a5c915b3a9cb
70,3,A1,Neg. Imp.,use negative commands,Use negative commands,אַל תשנה את הנושא!,Do not change the subject!,https://d1vq87e9lcf771.cloudfront.net/he_v1/c4608b7a0040742d9f4bcb143f4ef291
70,3,A1,Neg. Imp.,use negative commands,Use negative commands,אַל תתעלם מהבעיה הזאת!,Do not ignore that problem!,https://d1vq87e9lcf771.cloudfront.net/he_v1/bd308c6e88890dee8cfa924ffa52bbf8
71,3,A1,Technology,discuss technology,Discuss technology,פתח את הדפדפן שוב.,Open the browser again.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ea055dd0f78e20dcceb2b439626002ab
71,3,A1,Technology,discuss technology,Discuss technology,הנתונים נראים טובים.,The data looks good.,https://d1vq87e9lcf771.cloudfront.net/he_v1/2f4fec1ce20d3ef1f91ffbeab1b2c7f7
71,3,A1,Technology,discuss technology,Discuss technology,המקלדת היא העט של העידן המודרני.,The keyboard is the pen of the modern era.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d1ca46e77dfc20c768ff5ba3bb7f14d8
71,3,A1,Technology,discuss technology,Discuss technology,הם מעלים סרטים לאתרי אינטרנט.,They upload movies to Internet sites.,https://d1vq87e9lcf771.cloudfront.net/he_v1/35241a0770d4bfdd18a7e3c99b5b1f23
72,3,A1,Verbal N.,use verbal nouns,Use verbal nouns,זאת הייתה קנייה חכמה.,That was a smart purchase.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e7276bef5fd4488215496ae689660b39
72,3,A1,Verbal N.,use verbal nouns,Use verbal nouns,בישול הוא אמנות.,Cooking is an art.,https://d1vq87e9lcf771.cloudfront.net/he_v1/70d968219abdb90d8e99b946ec50e575
72,3,A1,Verbal N.,use verbal nouns,Use verbal nouns,קיבלנו הזמנה לחתונה של בת הדודה שלי.,We received an invitation to my cousin's wedding.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a094a2fc1060aea19359617dacd7aa15
72,3,A1,Verbal N.,use verbal nouns,Use verbal nouns,ההתנצלות לא תשנה כלום.,The apology will change nothing.,https://d1vq87e9lcf771.cloudfront.net/he_v1/334c48a245178bb446c744b9447227da
73,3,A1,Science,discuss scientific issues,Discuss scientific issues,מה ההבדל בין תזה למחקר?,What is the difference between a thesis and research?,https://d1vq87e9lcf771.cloudfront.net/he_v1/ca8674e0b6b8179d93368c7930d09bf2
73,3,A1,Science,discuss scientific issues,Discuss scientific issues,מהירות האור גדולה ממהירות הקול.,The speed of light is greater than the speed of sound.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8adbda97bcc724bbb23c7b69a6efdd92
73,3,A1,Science,discuss scientific issues,Discuss scientific issues,ההגדרה שלהם שגויה.,Their definition is incorrect.,https://d1vq87e9lcf771.cloudfront.net/he_v1/5017e82c5e10501af51b2f96fe9d60b4
73,3,A1,Science,discuss scientific issues,Discuss scientific issues,האנרגיה קשורה למסה של החפץ.,The energy is related to the mass of the object.,https://d1vq87e9lcf771.cloudfront.net/he_v1/78b356aab46281de1701628c3cea8591
73,3,A1,Science,discuss scientific issues,Discuss scientific issues,"אם היא רוצָה להיות רופאה, היא תהיה צריכה ללמוד גנטיקה, ביולוגיה וכימיה.","If she wants to be a doctor, she will need to study Genetics, Biology and Chemistry.",https://d1vq87e9lcf771.cloudfront.net/he_v1/fc97ddc9b89fb5179b726e3f1c55b23f
74,3,A1,Music,talk about music,Talk about music,היא זמרת בלהקה.,She is a singer in a band.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a590cc761a5a9b46ea40cfcfa38f7834
74,3,A1,Music,talk about music,Talk about music,השכן שלי מנגן בפסנתר.,My neighbor plays the piano.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a5eaacccb5284983de1232758e95f8d3
74,3,A1,Music,talk about music,Talk about music,מה הז'אנר האהוב עליך?,What is your favorite genre?,https://d1vq87e9lcf771.cloudfront.net/he_v1/51a94a7826c2e6506dbb95dfc18efd07
74,3,A1,Music,talk about music,Talk about music,את שומעת את ההד?,Do you hear the echo?,https://d1vq87e9lcf771.cloudfront.net/he_v1/7409611cf4de199294b93229e622bfb2
74,3,A1,Music,talk about music,Talk about music,המנצח החליט לשנות את הסולם.,The conductor decided to change the key.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d4c4ea276ef0ed070029f5e3c7a13365
75,3,A1,Sports,discuss sport,Discuss sport,מה הקבוצה האהובה עליך?,What is your favorite team?,https://d1vq87e9lcf771.cloudfront.net/he_v1/c23c69d1673803c89e35b6ff6849ae5c
75,3,A1,Sports,discuss sport,Discuss sport,אנחנו האלופים!,We are the champions!,https://d1vq87e9lcf771.cloudfront.net/he_v1/87990c488b35f4b9f3b8771e31a3cbaa
75,3,A1,Sports,discuss sport,Discuss sport,באפריל אני רץ מרתון בישראל ובאוגוסט במצרים.,In April I am running a marathon in Israel and in August in Egypt.,https://d1vq87e9lcf771.cloudfront.net/he_v1/5be12e9753908c2340eb6bd3ebeb74b2
75,3,A1,Sports,discuss sport,Discuss sport,אני רוצֶה לבנות מכון כושר בחצר.,I want to build a gym in the yard.,https://d1vq87e9lcf771.cloudfront.net/he_v1/4995be899cf2fe98154762cc8469424c
75,3,A1,Sports,discuss sport,Discuss sport,האוהדים עזבו במחצית.,The fans left at halftime.,https://d1vq87e9lcf771.cloudfront.net/he_v1/8da3b86a140014b5a078a4e82cd6c337
76,3,A1,Politics,argue about politics,Argue about politics,הנשיא לא רוצֶה מלחמה.,The president does not want a war.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e9034b9abcd3a46c9d9987ee27aae4df
76,3,A1,Politics,argue about politics,Argue about politics,הציבור לא אוהב את החוק הזה.,The public does not like this law.,https://d1vq87e9lcf771.cloudfront.net/he_v1/9646007a60730fbb8877d5c4b64d3eac
76,3,A1,Politics,argue about politics,Argue about politics,מתי הבחירות?,When are the elections?,https://d1vq87e9lcf771.cloudfront.net/he_v1/d217170a753f9aeb00f2f9bacc32b269
76,3,A1,Politics,argue about politics,Argue about politics,זה הקמפיין השלישי שלו.,This is his third campaign.,https://d1vq87e9lcf771.cloudfront.net/he_v1/478f194c58a845b6a95b6a263f70bcbf
76,3,A1,Politics,argue about politics,Argue about politics,היא המועמדת הרצינית ביותר.,She is the most serious candidate.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a52cd087a5aea1ad3200c2ce83cd1980
77,3,A1,Diminutive,make poetic descriptions,Make poetic descriptions,העלים האדמדמים נופלים לאדמה.,The reddish leaves are falling to the ground.,https://d1vq87e9lcf771.cloudfront.net/he_v1/73a5a2396a27c5ae9f4df78f38646ae0
77,3,A1,Diminutive,make poetic descriptions,Make poetic descriptions,הידית מסתובבת והדלת נפתחת.,The handle turns and the door is opened.,https://d1vq87e9lcf771.cloudfront.net/he_v1/26ac429632f034f48600e385ac43ee7b
77,3,A1,Diminutive,make poetic descriptions,Make poetic descriptions,הגחליליות מופיעות בשדה בלילה.,The fireflies appear in the field at night.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a6d3851b4af15d5f1ad300776fc9d481
77,3,A1,Diminutive,make poetic descriptions,Make poetic descriptions,החתלתול הקטנטן יושב על הצלוחית.,The tiny kitten is sitting on the saucer.,https://d1vq87e9lcf771.cloudfront.net/he_v1/ba818d47a09a6cde6be843e74e0e4a59
78,3,A1,Legends,tell fairy tales,Tell fairy tales,האגדה מספרת על דרקון שגר בארמון.,The legend tells of a dragon that lives in a palace.,https://d1vq87e9lcf771.cloudfront.net/he_v1/bda21a6e5788a24223bec419e110aacd
78,3,A1,Legends,tell fairy tales,Tell fairy tales,האביר מביא את הסוס שלו למשתה.,The knight brings his horse to the banquet.,https://d1vq87e9lcf771.cloudfront.net/he_v1/bcb0506a40d78eb0422d9df5c8f9d8ec
78,3,A1,Legends,tell fairy tales,Tell fairy tales,גשם של חצים יורד על האויב.,A rain of arrows falls on the enemy.,https://d1vq87e9lcf771.cloudfront.net/he_v1/18fc854daa200bb0e7cad59bc5124f7a
78,3,A1,Legends,tell fairy tales,Tell fairy tales,החרב שברה את המגן של האביר.,The sword broke the knight's shield.,https://d1vq87e9lcf771.cloudfront.net/he_v1/45960439c4de77f415dfab22784349b7
79,3,A1,Futur.Nif.,form the future passive,Form the future passive,בוא ניפגש מחר.,Let's meet tomorrow.,https://d1vq87e9lcf771.cloudfront.net/he_v1/663ef32cd370478531201213298cd287
79,3,A1,Futur.Nif.,form the future passive,Form the future passive,אני אהנה מהסרט.,I will enjoy the movie.,https://d1vq87e9lcf771.cloudfront.net/he_v1/fa8d6facb399b6d92793cda31f8ac796
79,3,A1,Futur.Nif.,form the future passive,Form the future passive,אם נישאר ביחד לא ניפגע.,If we stay together we will not get hurt.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e56cd2fc890e37a8bb690a3c6a089a33
79,3,A1,Futur.Nif.,form the future passive,Form the future passive,המכתב יישלח מחר בבוקר.,The letter will be sent tomorrow morning.,https://d1vq87e9lcf771.cloudfront.net/he_v1/0c1ed3d9ddf240cd866247a07d7a8721
80,3,A1,Formal,use formal language,Use formal language,"סליחה גברתי, את יודעת מה השעה?","Excuse me, madam, do you know what time it is?",https://d1vq87e9lcf771.cloudfront.net/he_v1/c0a9f77904e8a0515fe2a8f8392fd9b6
80,3,A1,Formal,use formal language,Use formal language,כיצד אני יכולה לעזור לךָ אדוני?,"How can I help you, sir?",https://d1vq87e9lcf771.cloudfront.net/he_v1/8155cd4dbf760ea8ae1d89bc7489576d
80,3,A1,Formal,use formal language,Use formal language,אנא הקשיבו.,Please listen.,https://d1vq87e9lcf771.cloudfront.net/he_v1/95d4259bf388eaeecaaef16c488868dc
80,3,A1,Formal,use formal language,Use formal language,הבה לא נשכח מאין באנו.,Let us not forget where we came from.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d3b977d33f20e6105b27f81f7db1add1
81,3,A1,Business,talk business,Talk business,ההשקעה הזאת מסוכנת מדי.,This investment is too risky.,https://d1vq87e9lcf771.cloudfront.net/he_v1/7e65a39e6fc84737e59063001a0ee3fa
81,3,A1,Business,talk business,Talk business,יש לךְ כרטיס ביקור?,Do you have a business card?,https://d1vq87e9lcf771.cloudfront.net/he_v1/1cfa2b69ab95b2dcd0b67fb9ac7f1641
81,3,A1,Business,talk business,Talk business,החוזה יהיה באירו.,The contract will be in Euros.,https://d1vq87e9lcf771.cloudfront.net/he_v1/a2109b543297a63cce399e859188d3ca
81,3,A1,Business,talk business,Talk business,"זאת עסקה טובה, אבל התקציב שלנו נמוך.","It is a good deal, but our budget is low.",https://d1vq87e9lcf771.cloudfront.net/he_v1/d6e908883323837dba4b257d5bdeb0cf
81,3,A1,Business,talk business,Talk business,המנהל בודק את שער החליפין של השקל מול הדולר.,The manager is checking the exchange rate of the shekel to the dollar.,https://d1vq87e9lcf771.cloudfront.net/he_v1/cd725bf51281e5c75126041b10b6a2f8
82,3,A1,Space,describe outer space,Describe outer space,טבעות שבתאי עשויות מקרח.,Saturn's rings are made of ice.,https://d1vq87e9lcf771.cloudfront.net/he_v1/d9d6d86f6a91958dcdb8ca4c1352dd79
82,3,A1,Space,describe outer space,Describe outer space,צדק הוא כוכב הלכת הגדול ביותר במערכת השמש שלנו.,Jupiter is the largest planet in our solar system.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e1cf5d81360b63cb894505e166764ace
82,3,A1,Space,describe outer space,Describe outer space,הלוויין הישראלי הגיע לאתר השיגור.,The Israeli satellite arrived at the launch site.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6f46988d0d36ee9441f5f41de6f85335
82,3,A1,Space,describe outer space,Describe outer space,החללית נכנסת למסלול הסופי שלה.,The spaceship is entering its final orbit.,https://d1vq87e9lcf771.cloudfront.net/he_v1/86b2c2a5ce34d5c59e1a21ad3b113367
83,3,A1,Festivals,talk about festivals,Talk about festivals,ראש השנה הוא היום הראשון של השנה היהודית.,Rosh Ha'shana is the first day of the Jewish year.,https://d1vq87e9lcf771.cloudfront.net/he_v1/750fa1f8f1219b21c0a3fc99a87b6f19
83,3,A1,Festivals,talk about festivals,Talk about festivals,יום כיפור הוא יום צום.,Yom Kippur is a fast day.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6837af02695567b2060b3bd9c4f1e0c9
83,3,A1,Festivals,talk about festivals,Talk about festivals,אחרי סוכות אנחנו חוגגים את שמחת תורה.,After Sukkot we celebrate Simchat Torah.,https://d1vq87e9lcf771.cloudfront.net/he_v1/24aa6131b7d8db4b89473aa48ee22800
83,3,A1,Festivals,talk about festivals,Talk about festivals,בכל שנה סבתא שלי מזמינה את כל המשפחה לחגוג את ליל הסדר אצלה בבית.,Every year my grandmother invites the entire family to celebrate the Passover Seder at her house.,https://d1vq87e9lcf771.cloudfront.net/he_v1/126e3b6808250eb89cc8375d988afce2
84,3,A1,Israel,describe Israel,Describe Israel,אחותי רוצָה ללמוד עברית אז היא הולכת לאולפן.,"My sister wants to learn Hebrew, so she goes to an ulpan.",https://d1vq87e9lcf771.cloudfront.net/he_v1/fa99c2cd3f799d042e05341b8036b80a
84,3,A1,Israel,describe Israel,Describe Israel,יום העצמאות מתחיל בשקיעה.,The Independence Day begins at sunset.,https://d1vq87e9lcf771.cloudfront.net/he_v1/e0fabb2e1de1988cbc2fd802092416d5
84,3,A1,Israel,describe Israel,Describe Israel,הכנרת היא מקור מים חשוב.,The Sea of Galilee is an important water source.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6745e834db8e3cd5f5a80276ea94a1c9
84,3,A1,Israel,describe Israel,Describe Israel,ים המלח הוא המקום הנמוך ביותר בעולם.,The Dead Sea is the lowest place on Earth.,https://d1vq87e9lcf771.cloudfront.net/he_v1/6f632f1e4a70e52272fcd99fd8b3066b
